state,law,veto,congress,justices,pki,pk
CA,1,1,1,1,1.0,0.7258566978193146
NJ,1,0,1,0,0.5,0.7
TX,1,1,1,1,1.0,0.6930051813471503
MO,1,1,0,1,0.75,0.7005208333333334
TN,1,1,1,1,1.0,0.6728723404255319
AZ,1,0,1,1,0.75,0.7268518518518519
AL,1,1,1,1,1.0,0.6111111111111112
IL,1,0,0,1,0.5,0.6966911764705882
KY,0,0,0,1,0.25,0.631578947368421
PA,1,0,1,1,0.75,0.6622222222222223
WI,1,1,1,1,1.0,0.7091346153846154
ME,1,1,1,1,1.0,0.8484848484848485
FL,1,0,1,0,0.5,0.680628272251309
MI,0,0,0,0,0.0,0.7061068702290076
CA,0,0,1,0,0.25,0.7258566978193146
IN,1,1,1,1,1.0,0.6658415841584159
TX,1,1,1,1,1.0,0.6930051813471503
AZ,1,1,1,1,1.0,0.7268518518518519
NY,1,1,1,1,1.0,0.7316810344827587
ME,1,0,1,1,0.75,0.8484848484848485
MI,1,1,1,1,1.0,0.7061068702290076
FL,1,1,1,1,1.0,0.680628272251309
IA,0,1,1,1,0.75,0.6938775510204082
CA,1,0,1,1,0.75,0.7258566978193146
NJ,1,1,1,1,1.0,0.7
NY,1,0,0,1,0.5,0.7316810344827587
ME,1,1,1,1,1.0,0.8484848484848485
OH,1,0,0,1,0.5,0.6855828220858896
SC,1,0,1,1,0.75,0.7067307692307693
IA,1,1,1,1,1.0,0.6938775510204082
ME,1,1,1,1,1.0,0.8484848484848485
TN,1,1,1,1,1.0,0.6728723404255319
NC,0,0,1,1,0.5,0.6365384615384615
NY,1,0,0,0,0.25,0.7316810344827587
NY,0,1,1,1,0.75,0.7316810344827587
NE,1,1,1,1,1.0,0.65625
WY,1,1,1,1,1.0,0.75
MT,1,0,1,1,0.75,0.7361111111111112
NC,0,0,0,1,0.25,0.6365384615384615
PA,0,1,1,1,0.75,0.6622222222222223
WI,0,0,0,0,0.0,0.7091346153846154
CO,1,0,1,1,0.75,0.7090163934426229
WY,1,1,1,1,1.0,0.75
NE,0,0,0,0,0.0,0.65625
OR,1,0,1,1,0.75,0.6610169491525424
WI,0,1,0,1,0.5,0.7091346153846154
WI,1,0,1,1,0.75,0.7091346153846154
MI,1,0,0,1,0.5,0.7061068702290076
WA,1,0,0,1,0.5,0.7172619047619048
OH,1,0,0,0,0.25,0.6855828220858896
IN,1,0,0,1,0.5,0.6658415841584159
PA,1,0,1,1,0.75,0.6622222222222223
FL,1,0,1,0,0.5,0.680628272251309
OH,0,0,0,1,0.25,0.6855828220858896
TX,1,1,1,1,1.0,0.6930051813471503
IA,1,0,1,1,0.75,0.6938775510204082
WI,1,0,0,1,0.5,0.7091346153846154
WA,0,1,0,0,0.25,0.7172619047619048
OH,1,1,0,1,0.75,0.6855828220858896
NH,1,1,1,1,1.0,0.7045454545454546
PA,1,1,0,1,0.75,0.6622222222222223
OH,0,0,0,0,0.0,0.6855828220858896
CO,0,0,0,0,0.0,0.7090163934426229
WA,1,1,1,1,1.0,0.7172619047619048
WV,1,0,1,1,0.75,0.6484375
RI,1,1,1,1,1.0,0.7282608695652174
FL,0,0,0,0,0.0,0.680628272251309
MN,0,0,1,0,0.25,0.7476190476190476
OH,1,0,1,1,0.75,0.6855828220858896
IL,1,1,1,1,1.0,0.6966911764705882
WA,0,1,1,1,0.75,0.7172619047619048
IN,1,1,1,1,1.0,0.6658415841584159
IL,0,0,0,0,0.0,0.6966911764705882
KS,1,1,0,1,0.75,0.75
CA,0,1,1,0,0.5,0.7258566978193146
OK,1,1,1,1,1.0,0.6363636363636364
OK,1,0,0,1,0.5,0.6363636363636364
TX,1,1,0,1,0.75,0.6930051813471503
CO,1,1,1,1,1.0,0.7090163934426229
CA,1,1,0,1,0.75,0.7258566978193146
VA,1,1,1,1,1.0,0.7158119658119658
IL,1,0,0,0,0.25,0.6966911764705882
ID,1,0,0,1,0.5,0.6578947368421053
CA,1,1,0,1,0.75,0.7258566978193146
IN,1,0,1,1,0.75,0.6658415841584159
MI,1,1,0,1,0.75,0.7061068702290076
UT,1,1,1,1,1.0,0.756578947368421
AL,0,0,1,0,0.25,0.6111111111111112
IL,1,0,0,1,0.5,0.6966911764705882
CA,1,1,1,1,1.0,0.7258566978193146
NC,1,1,1,1,1.0,0.6365384615384615
NY,1,1,1,1,1.0,0.7316810344827587
FL,1,0,1,1,0.75,0.680628272251309
OH,0,1,1,1,0.75,0.6855828220858896
TN,1,1,0,1,0.75,0.6728723404255319
MS,1,0,1,1,0.75,0.6370967741935484
AR,1,1,1,1,1.0,0.6214285714285714
CA,0,0,0,0,0.0,0.7258566978193146
NJ,0,0,1,1,0.5,0.7
MD,1,1,1,1,1.0,0.7225274725274725
NH,0,0,1,1,0.5,0.7045454545454546
PA,1,1,0,1,0.75,0.6622222222222223
NC,1,1,1,1,1.0,0.6365384615384615
TX,0,0,1,1,0.5,0.6930051813471503
WI,1,1,1,1,1.0,0.7091346153846154
PA,0,0,1,1,0.5,0.6622222222222223
NC,1,0,0,1,0.5,0.6365384615384615
CA,1,0,1,1,0.75,0.7258566978193146
NY,1,0,1,1,0.75,0.7316810344827587
NJ,1,0,0,1,0.5,0.7
MI,1,0,1,1,0.75,0.7061068702290076
OH,1,0,1,1,0.75,0.6855828220858896
NC,1,0,0,1,0.5,0.6365384615384615
PA,1,1,1,1,1.0,0.6622222222222223
CA,1,1,0,1,0.75,0.7258566978193146
TX,0,0,1,1,0.5,0.6930051813471503
TX,1,0,1,1,0.75,0.6930051813471503
IN,1,1,0,1,0.75,0.6658415841584159
FL,1,0,0,0,0.25,0.680628272251309
MD,1,0,1,1,0.75,0.7225274725274725
NJ,0,0,0,1,0.25,0.7
AL,1,0,1,1,0.75,0.6111111111111112
KS,1,1,1,1,1.0,0.75
CA,1,0,1,1,0.75,0.7258566978193146
GA,0,0,0,0,0.0,0.6039603960396039
MO,1,1,1,1,1.0,0.7005208333333334
KY,1,1,1,1,1.0,0.631578947368421
AZ,1,1,1,1,1.0,0.7268518518518519
CA,1,0,1,1,0.75,0.7258566978193146
FL,1,1,1,1,1.0,0.680628272251309
MS,0,1,1,1,0.75,0.6370967741935484
MI,1,0,0,1,0.5,0.7061068702290076
PA,1,0,0,1,0.5,0.6622222222222223
CA,0,0,0,1,0.25,0.7258566978193146
LA,1,0,0,0,0.25,0.6217948717948718
TN,0,0,1,0,0.25,0.6728723404255319
MN,1,0,1,1,0.75,0.7476190476190476
NM,1,1,1,1,1.0,0.6944444444444444
SC,1,1,1,1,1.0,0.7067307692307693
IA,1,0,1,1,0.75,0.6938775510204082
PA,1,1,0,1,0.75,0.6622222222222223
SC,1,1,1,1,1.0,0.7067307692307693
WY,1,0,1,1,0.75,0.75
PA,0,1,1,1,0.75,0.6622222222222223
FL,1,0,1,1,0.75,0.680628272251309
MS,1,0,1,1,0.75,0.6370967741935484
KY,1,0,1,0,0.5,0.631578947368421
MO,0,0,0,1,0.25,0.7005208333333334
WA,0,0,0,1,0.25,0.7172619047619048
MD,0,0,0,1,0.25,0.7225274725274725
SC,1,1,1,1,1.0,0.7067307692307693
WY,1,1,0,1,0.75,0.75
VA,1,0,1,1,0.75,0.7158119658119658
MA,1,1,1,1,1.0,0.7105263157894737
TX,1,0,0,0,0.25,0.6930051813471503
IN,1,0,1,1,0.75,0.6658415841584159
VA,1,0,0,0,0.25,0.7158119658119658
MS,1,1,1,1,1.0,0.6370967741935484
CA,1,0,0,1,0.5,0.7258566978193146
PA,1,1,0,0,0.5,0.6622222222222223
TN,1,1,1,1,1.0,0.6728723404255319
VA,1,0,1,1,0.75,0.7158119658119658
IL,1,1,1,1,1.0,0.6966911764705882
TX,1,0,1,1,0.75,0.6930051813471503
OH,1,1,1,1,1.0,0.6855828220858896
NY,1,0,1,1,0.75,0.7316810344827587
TX,1,1,1,0,0.75,0.6930051813471503
MN,1,1,1,1,1.0,0.7476190476190476
NH,1,0,1,1,0.75,0.7045454545454546
AZ,1,0,1,1,0.75,0.7268518518518519
MI,1,0,0,0,0.25,0.7061068702290076
NY,1,0,1,1,0.75,0.7316810344827587
MT,1,0,1,1,0.75,0.7361111111111112
NM,1,0,1,1,0.75,0.6944444444444444
WA,1,0,1,1,0.75,0.7172619047619048
CA,0,0,0,0,0.0,0.7258566978193146
IN,1,0,0,0,0.25,0.6658415841584159
MA,0,0,0,1,0.25,0.7105263157894737
MO,1,0,1,1,0.75,0.7005208333333334
MA,1,0,1,1,0.75,0.7105263157894737
PA,0,0,1,1,0.5,0.6622222222222223
NH,0,0,1,1,0.5,0.7045454545454546
WI,1,0,1,0,0.5,0.7091346153846154
OR,0,1,1,1,0.75,0.6610169491525424
CO,1,0,1,1,0.75,0.7090163934426229
CO,1,1,1,1,1.0,0.7090163934426229
NY,0,0,1,1,0.5,0.7316810344827587
MI,1,1,1,1,1.0,0.7061068702290076
VA,1,0,1,1,0.75,0.7158119658119658
PA,0,0,1,0,0.25,0.6622222222222223
NJ,1,0,1,1,0.75,0.7
NC,1,1,1,1,1.0,0.6365384615384615
FL,0,0,0,0,0.0,0.680628272251309
CA,1,0,0,1,0.5,0.7258566978193146
CA,1,1,1,1,1.0,0.7258566978193146
WA,1,0,1,1,0.75,0.7172619047619048
CA,1,1,1,1,1.0,0.7258566978193146
OH,0,0,0,0,0.0,0.6855828220858896
LA,1,1,0,1,0.75,0.6217948717948718
UT,1,1,1,1,1.0,0.756578947368421
OH,0,0,0,1,0.25,0.6855828220858896
TN,0,0,1,0,0.25,0.6728723404255319
MD,1,0,1,1,0.75,0.7225274725274725
TX,0,0,0,0,0.0,0.6930051813471503
NE,1,1,1,1,1.0,0.65625
WY,1,1,1,1,1.0,0.75
AZ,1,1,0,1,0.75,0.7268518518518519
NV,1,1,0,1,0.75,0.7666666666666667
PA,1,1,1,1,1.0,0.6622222222222223
FL,1,1,0,1,0.75,0.680628272251309
TX,1,0,0,1,0.5,0.6930051813471503
CA,0,1,1,1,0.75,0.7258566978193146
MD,1,1,1,1,1.0,0.7225274725274725
MI,0,0,1,1,0.5,0.7061068702290076
IL,1,1,1,1,1.0,0.6966911764705882
OR,1,0,1,1,0.75,0.6610169491525424
VT,1,1,1,1,1.0,0.8392857142857143
NY,0,0,0,1,0.25,0.7316810344827587
NJ,1,0,1,1,0.75,0.7
VA,1,0,1,1,0.75,0.7158119658119658
CA,1,1,0,1,0.75,0.7258566978193146
FL,1,1,0,0,0.5,0.680628272251309
NC,1,1,1,1,1.0,0.6365384615384615
IN,1,1,1,1,1.0,0.6658415841584159
NC,1,1,1,1,1.0,0.6365384615384615
OH,1,0,1,1,0.75,0.6855828220858896
OH,1,1,1,1,1.0,0.6855828220858896
MI,1,0,1,0,0.5,0.7061068702290076
OH,1,0,1,1,0.75,0.6855828220858896
MD,1,0,0,1,0.5,0.7225274725274725
NY,0,0,0,0,0.0,0.7316810344827587
OH,0,1,0,0,0.25,0.6855828220858896
MD,1,1,1,1,1.0,0.7225274725274725
MA,1,1,1,1,1.0,0.7105263157894737
GA,1,1,0,1,0.75,0.6039603960396039
VT,1,1,1,1,1.0,0.8392857142857143
TN,1,0,1,1,0.75,0.6728723404255319
CA,1,0,0,1,0.5,0.7258566978193146
FL,0,0,0,1,0.25,0.680628272251309
IN,1,1,0,1,0.75,0.6658415841584159
VA,1,0,1,1,0.75,0.7158119658119658
WI,1,1,0,1,0.75,0.7091346153846154
MO,0,0,1,1,0.5,0.7005208333333334
NV,1,1,0,1,0.75,0.7666666666666667
KY,0,0,0,0,0.0,0.631578947368421
WA,1,0,1,1,0.75,0.7172619047619048
CA,1,1,0,1,0.75,0.7258566978193146
NC,1,0,1,1,0.75,0.6365384615384615
FL,1,1,1,1,1.0,0.680628272251309
TX,0,0,0,1,0.25,0.6930051813471503
NE,1,0,1,0,0.5,0.65625
CO,0,0,1,1,0.5,0.7090163934426229
MD,1,1,1,1,1.0,0.7225274725274725
MN,1,0,0,0,0.25,0.7476190476190476
WA,1,0,1,1,0.75,0.7172619047619048
LA,1,0,1,1,0.75,0.6217948717948718
MI,1,1,1,0,0.75,0.7061068702290076
NJ,1,1,1,1,1.0,0.7
MO,1,0,1,1,0.75,0.7005208333333334
WI,0,0,1,1,0.5,0.7091346153846154
LA,1,1,1,1,1.0,0.6217948717948718
CO,1,1,0,1,0.75,0.7090163934426229
AL,1,1,1,1,1.0,0.6111111111111112
GA,1,1,0,1,0.75,0.6039603960396039
FL,1,1,1,1,1.0,0.680628272251309
MA,1,0,1,1,0.75,0.7105263157894737
NY,1,0,0,0,0.25,0.7316810344827587
FL,1,0,0,1,0.5,0.680628272251309
FL,1,1,1,1,1.0,0.680628272251309
TN,1,0,1,1,0.75,0.6728723404255319
NM,1,1,0,1,0.75,0.6944444444444444
CA,1,1,1,1,1.0,0.7258566978193146
GA,0,0,1,0,0.25,0.6039603960396039
MD,1,0,0,0,0.25,0.7225274725274725
TN,1,0,1,1,0.75,0.6728723404255319
OH,0,0,1,1,0.5,0.6855828220858896
MO,1,0,1,1,0.75,0.7005208333333334
CA,1,1,1,1,1.0,0.7258566978193146
CO,0,1,1,1,0.75,0.7090163934426229
MI,1,0,1,1,0.75,0.7061068702290076
CA,0,0,1,1,0.5,0.7258566978193146
PA,1,1,1,1,1.0,0.6622222222222223
PA,1,0,1,1,0.75,0.6622222222222223
PA,1,0,0,1,0.5,0.6622222222222223
WA,1,0,1,1,0.75,0.7172619047619048
WA,0,0,0,0,0.0,0.7172619047619048
CA,1,0,0,1,0.5,0.7258566978193146
OH,0,1,1,1,0.75,0.6855828220858896
TN,1,0,1,1,0.75,0.6728723404255319
MA,1,1,1,1,1.0,0.7105263157894737
VT,1,1,1,1,1.0,0.8392857142857143
ID,0,1,1,0,0.5,0.6578947368421053
OR,1,0,0,0,0.25,0.6610169491525424
NY,1,0,1,1,0.75,0.7316810344827587
NC,0,0,1,0,0.25,0.6365384615384615
TX,0,1,1,1,0.75,0.6930051813471503
OH,1,1,1,1,1.0,0.6855828220858896
MN,1,1,1,1,1.0,0.7476190476190476
NJ,1,0,0,1,0.5,0.7
PA,1,1,1,0,0.75,0.6622222222222223
WA,1,0,1,1,0.75,0.7172619047619048
MD,1,1,1,1,1.0,0.7225274725274725
ME,1,0,1,1,0.75,0.8484848484848485
FL,1,1,0,1,0.75,0.680628272251309
CA,1,0,1,1,0.75,0.7258566978193146
CA,1,1,1,1,1.0,0.7258566978193146
NY,0,1,1,1,0.75,0.7316810344827587
NJ,1,0,0,1,0.5,0.7
CT,1,0,0,1,0.5,0.7205882352941176
TX,0,1,1,1,0.75,0.6930051813471503
WI,1,1,1,1,1.0,0.7091346153846154
CA,1,0,1,1,0.75,0.7258566978193146
MN,0,0,1,0,0.25,0.7476190476190476
IL,1,0,1,1,0.75,0.6966911764705882
MN,0,1,1,1,0.75,0.7476190476190476
AL,1,0,0,1,0.5,0.6111111111111112
MO,1,0,1,1,0.75,0.7005208333333334
NM,1,0,0,0,0.25,0.6944444444444444
CA,1,0,1,0,0.5,0.7258566978193146
MD,1,1,1,1,1.0,0.7225274725274725
FL,1,1,1,1,1.0,0.680628272251309
FL,1,0,1,1,0.75,0.680628272251309
MD,0,1,1,1,0.75,0.7225274725274725
PA,1,0,0,0,0.25,0.6622222222222223
IL,1,1,1,1,1.0,0.6966911764705882
WV,1,1,1,1,1.0,0.6484375
LA,0,0,1,1,0.5,0.6217948717948718
VA,0,0,1,1,0.5,0.7158119658119658
OR,1,0,0,1,0.5,0.6610169491525424
FL,1,1,1,1,1.0,0.680628272251309
TX,1,0,1,1,0.75,0.6930051813471503
NY,1,0,1,1,0.75,0.7316810344827587
NJ,0,0,0,1,0.25,0.7
PA,1,1,1,1,1.0,0.6622222222222223
IL,1,0,1,1,0.75,0.6966911764705882
MO,0,0,0,0,0.0,0.7005208333333334
FL,1,1,0,1,0.75,0.680628272251309
MD,1,0,1,1,0.75,0.7225274725274725
OK,1,0,1,1,0.75,0.6363636363636364
CO,1,0,0,1,0.5,0.7090163934426229
MT,1,1,1,0,0.75,0.7361111111111112
CA,1,0,1,1,0.75,0.7258566978193146
MD,1,0,1,1,0.75,0.7225274725274725
FL,1,1,1,1,1.0,0.680628272251309
NY,1,1,0,1,0.75,0.7316810344827587
PA,1,0,1,1,0.75,0.6622222222222223
MO,1,0,1,1,0.75,0.7005208333333334
TX,1,0,1,1,0.75,0.6930051813471503
PA,0,1,1,1,0.75,0.6622222222222223
WA,1,0,1,0,0.5,0.7172619047619048
MD,1,1,1,1,1.0,0.7225274725274725
TX,0,1,0,1,0.5,0.6930051813471503
KS,1,0,0,1,0.5,0.75
TX,1,1,1,1,1.0,0.6930051813471503
OR,1,1,1,1,1.0,0.6610169491525424
CA,1,1,1,1,1.0,0.7258566978193146
GA,1,0,1,0,0.5,0.6039603960396039
PA,1,1,1,1,1.0,0.6622222222222223
TX,1,1,0,1,0.75,0.6930051813471503
NJ,1,0,1,1,0.75,0.7
PA,1,1,0,1,0.75,0.6622222222222223
IL,1,1,1,1,1.0,0.6966911764705882
NC,0,0,1,0,0.25,0.6365384615384615
NE,1,1,1,1,1.0,0.65625
TN,1,0,0,0,0.25,0.6728723404255319
FL,1,1,1,1,1.0,0.680628272251309
CT,1,1,1,1,1.0,0.7205882352941176
IL,1,1,1,1,1.0,0.6966911764705882
CA,1,1,1,1,1.0,0.7258566978193146
PA,1,0,0,0,0.25,0.6622222222222223
TX,1,1,1,1,1.0,0.6930051813471503
IL,0,0,1,1,0.5,0.6966911764705882
CA,0,0,1,1,0.5,0.7258566978193146
NC,0,0,0,1,0.25,0.6365384615384615
WI,1,1,1,1,1.0,0.7091346153846154
CA,1,0,1,1,0.75,0.7258566978193146
CA,1,1,1,1,1.0,0.7258566978193146
PA,0,0,0,1,0.25,0.6622222222222223
NC,1,0,0,1,0.5,0.6365384615384615
TX,1,0,1,1,0.75,0.6930051813471503
WA,0,1,1,1,0.75,0.7172619047619048
AL,1,0,0,0,0.25,0.6111111111111112
IL,0,1,1,1,0.75,0.6966911764705882
CA,1,0,0,1,0.5,0.7258566978193146
KS,0,0,0,1,0.25,0.75
MS,1,1,1,1,1.0,0.6370967741935484
TX,0,0,1,1,0.5,0.6930051813471503
FL,1,0,1,1,0.75,0.680628272251309
OH,0,0,0,1,0.25,0.6855828220858896
TX,0,0,0,1,0.25,0.6930051813471503
TX,0,0,1,0,0.25,0.6930051813471503
NY,1,0,1,1,0.75,0.7316810344827587
IL,1,1,1,1,1.0,0.6966911764705882
FL,1,0,0,1,0.5,0.680628272251309
CA,0,0,0,0,0.0,0.7258566978193146
MI,1,1,1,1,1.0,0.7061068702290076
SD,1,0,1,0,0.5,0.7
NJ,1,1,1,1,1.0,0.7
VA,0,0,0,0,0.0,0.7158119658119658
PA,0,0,0,1,0.25,0.6622222222222223
AL,1,0,0,1,0.5,0.6111111111111112
OK,1,1,1,1,1.0,0.6363636363636364
TX,1,1,1,1,1.0,0.6930051813471503
VA,1,0,1,1,0.75,0.7158119658119658
AZ,1,1,1,1,1.0,0.7268518518518519
CA,1,1,0,1,0.75,0.7258566978193146
WA,0,0,0,1,0.25,0.7172619047619048
CA,0,1,1,0,0.5,0.7258566978193146
RI,1,1,0,1,0.75,0.7282608695652174
OH,1,0,1,1,0.75,0.6855828220858896
TX,1,1,1,1,1.0,0.6930051813471503
UT,1,1,1,1,1.0,0.756578947368421
VA,0,0,0,0,0.0,0.7158119658119658
NJ,1,1,1,1,1.0,0.7
CO,1,1,1,1,1.0,0.7090163934426229
UT,1,0,1,1,0.75,0.756578947368421
OR,1,0,1,1,0.75,0.6610169491525424
FL,1,0,0,0,0.25,0.680628272251309
GA,1,0,0,1,0.5,0.6039603960396039
MA,1,0,0,1,0.5,0.7105263157894737
NC,1,1,1,1,1.0,0.6365384615384615
TX,1,1,1,1,1.0,0.6930051813471503
NY,0,0,0,1,0.25,0.7316810344827587
LA,1,0,1,0,0.5,0.6217948717948718
IA,1,0,1,1,0.75,0.6938775510204082
KS,1,0,1,1,0.75,0.75
WA,1,0,1,1,0.75,0.7172619047619048
FL,1,0,1,1,0.75,0.680628272251309
TX,1,1,1,1,1.0,0.6930051813471503
CA,1,1,1,1,1.0,0.7258566978193146
MO,1,0,1,1,0.75,0.7005208333333334
IL,1,1,1,1,1.0,0.6966911764705882
NY,1,1,0,1,0.75,0.7316810344827587
NC,0,0,0,0,0.0,0.6365384615384615
CA,1,1,0,1,0.75,0.7258566978193146
CA,1,1,1,1,1.0,0.7258566978193146
RI,1,0,1,1,0.75,0.7282608695652174
IN,1,1,1,1,1.0,0.6658415841584159
PA,1,0,0,1,0.5,0.6622222222222223
NC,1,1,0,1,0.75,0.6365384615384615
CA,1,1,1,1,1.0,0.7258566978193146
FL,1,0,1,1,0.75,0.680628272251309
MA,1,1,1,0,0.75,0.7105263157894737
WI,1,1,1,1,1.0,0.7091346153846154
OK,1,0,0,1,0.5,0.6363636363636364
TX,0,0,1,1,0.5,0.6930051813471503
NY,1,1,0,1,0.75,0.7316810344827587
OH,1,1,1,1,1.0,0.6855828220858896
GA,1,1,1,1,1.0,0.6039603960396039
VA,1,1,0,1,0.75,0.7158119658119658
NJ,1,1,1,1,1.0,0.7
KY,0,1,0,1,0.5,0.631578947368421
NC,1,1,1,1,1.0,0.6365384615384615
FL,1,1,0,0,0.5,0.680628272251309
FL,1,1,1,1,1.0,0.680628272251309
MN,1,1,0,1,0.75,0.7476190476190476
TX,1,0,1,0,0.5,0.6930051813471503
IL,1,0,1,1,0.75,0.6966911764705882
WA,0,0,0,0,0.0,0.7172619047619048
KS,1,0,1,1,0.75,0.75
TN,0,0,0,0,0.0,0.6728723404255319
IL,0,0,1,0,0.25,0.6966911764705882
AR,0,0,0,0,0.0,0.6214285714285714
FL,1,1,1,1,1.0,0.680628272251309
MI,1,1,1,1,1.0,0.7061068702290076
CT,1,0,1,1,0.75,0.7205882352941176
UT,1,1,1,1,1.0,0.756578947368421
KY,1,1,0,1,0.75,0.631578947368421
MN,1,0,1,1,0.75,0.7476190476190476
AZ,1,1,1,1,1.0,0.7268518518518519
CA,1,1,0,1,0.75,0.7258566978193146
GA,0,1,1,1,0.75,0.6039603960396039
VA,1,0,1,1,0.75,0.7158119658119658
TN,1,1,1,1,1.0,0.6728723404255319
ND,0,1,1,1,0.75,0.6944444444444444
CO,1,0,1,1,0.75,0.7090163934426229
KY,1,0,1,1,0.75,0.631578947368421
GA,1,1,0,1,0.75,0.6039603960396039
CA,1,1,1,1,1.0,0.7258566978193146
NC,1,0,1,1,0.75,0.6365384615384615
MA,0,0,0,1,0.25,0.7105263157894737
AL,1,1,1,1,1.0,0.6111111111111112
OH,1,1,1,1,1.0,0.6855828220858896
AR,1,0,0,1,0.5,0.6214285714285714
TX,1,1,1,1,1.0,0.6930051813471503
NY,1,1,1,1,1.0,0.7316810344827587
TX,1,0,0,0,0.25,0.6930051813471503
NY,1,0,0,1,0.5,0.7316810344827587
OK,1,1,0,1,0.75,0.6363636363636364
CA,1,1,1,1,1.0,0.7258566978193146
CA,1,0,1,1,0.75,0.7258566978193146
TN,1,0,1,1,0.75,0.6728723404255319
PA,1,1,1,1,1.0,0.6622222222222223
FL,1,0,0,1,0.5,0.680628272251309
PA,0,0,0,1,0.25,0.6622222222222223
PA,1,0,0,1,0.5,0.6622222222222223
IL,1,0,1,1,0.75,0.6966911764705882
IA,1,1,1,1,1.0,0.6938775510204082
GA,1,0,0,1,0.5,0.6039603960396039
NY,1,0,1,1,0.75,0.7316810344827587
CT,0,0,0,0,0.0,0.7205882352941176
MN,0,0,1,0,0.25,0.7476190476190476
NM,0,1,0,1,0.5,0.6944444444444444
LA,1,0,1,1,0.75,0.6217948717948718
MI,1,1,1,1,1.0,0.7061068702290076
TX,1,1,1,1,1.0,0.6930051813471503
CO,1,0,1,1,0.75,0.7090163934426229
FL,1,0,1,1,0.75,0.680628272251309
NY,1,0,1,1,0.75,0.7316810344827587
OH,1,1,1,1,1.0,0.6855828220858896
PA,1,1,1,1,1.0,0.6622222222222223
SD,1,0,1,0,0.5,0.7
ND,1,0,0,1,0.5,0.6944444444444444
AZ,1,0,1,1,0.75,0.7268518518518519
PA,1,0,0,1,0.5,0.6622222222222223
KY,1,0,0,0,0.25,0.631578947368421
PA,1,0,1,0,0.5,0.6622222222222223
NJ,1,1,1,1,1.0,0.7
WV,1,0,0,1,0.5,0.6484375
NY,0,1,0,0,0.25,0.7316810344827587
TN,1,0,0,0,0.25,0.6728723404255319
IL,1,0,0,1,0.5,0.6966911764705882
GA,1,1,1,1,1.0,0.6039603960396039
FL,0,1,0,0,0.25,0.680628272251309
PA,0,1,1,1,0.75,0.6622222222222223
KY,1,1,1,1,1.0,0.631578947368421
TN,1,0,1,1,0.75,0.6728723404255319
MA,1,1,1,1,1.0,0.7105263157894737
CA,1,1,1,1,1.0,0.7258566978193146
PA,1,0,1,1,0.75,0.6622222222222223
NY,1,0,1,1,0.75,0.7316810344827587
MN,1,1,1,1,1.0,0.7476190476190476
TX,0,0,1,1,0.5,0.6930051813471503
NJ,1,1,1,1,1.0,0.7
MA,1,0,1,1,0.75,0.7105263157894737
WA,1,1,1,1,1.0,0.7172619047619048
VA,1,0,1,1,0.75,0.7158119658119658
PA,1,0,1,1,0.75,0.6622222222222223
CA,1,0,1,1,0.75,0.7258566978193146
MI,1,1,1,1,1.0,0.7061068702290076
IN,1,1,1,1,1.0,0.6658415841584159
CA,0,0,0,0,0.0,0.7258566978193146
MA,1,1,1,1,1.0,0.7105263157894737
VA,1,0,1,1,0.75,0.7158119658119658
NM,1,0,1,0,0.5,0.6944444444444444
OR,1,0,0,0,0.25,0.6610169491525424
VA,1,1,1,1,1.0,0.7158119658119658
MD,1,1,1,1,1.0,0.7225274725274725
OR,1,1,0,1,0.75,0.6610169491525424
FL,1,0,0,0,0.25,0.680628272251309
PA,0,0,0,1,0.25,0.6622222222222223
MS,1,1,1,1,1.0,0.6370967741935484
NY,1,0,1,1,0.75,0.7316810344827587
NJ,1,1,0,1,0.75,0.7
MD,1,1,1,1,1.0,0.7225274725274725
NY,1,0,0,0,0.25,0.7316810344827587
TX,1,0,1,1,0.75,0.6930051813471503
DC,1,1,0,1,0.75,0.625
MD,1,1,1,1,1.0,0.7225274725274725
MO,1,0,1,1,0.75,0.7005208333333334
FL,1,0,1,1,0.75,0.680628272251309
ME,1,1,1,1,1.0,0.8484848484848485
CA,1,0,0,1,0.5,0.7258566978193146
CA,1,1,1,1,1.0,0.7258566978193146
CO,1,0,1,1,0.75,0.7090163934426229
ND,1,0,1,1,0.75,0.6944444444444444
AZ,1,0,1,0,0.5,0.7268518518518519
FL,1,1,0,1,0.75,0.680628272251309
FL,0,0,0,0,0.0,0.680628272251309
CA,1,0,1,1,0.75,0.7258566978193146
MS,1,0,0,0,0.25,0.6370967741935484
TX,0,0,1,1,0.5,0.6930051813471503
ID,1,1,0,1,0.75,0.6578947368421053
GA,1,0,1,1,0.75,0.6039603960396039
CA,1,0,0,1,0.5,0.7258566978193146
MI,1,1,0,1,0.75,0.7061068702290076
NJ,1,1,1,1,1.0,0.7
TX,1,1,1,1,1.0,0.6930051813471503
TN,1,1,1,1,1.0,0.6728723404255319
LA,1,1,0,1,0.75,0.6217948717948718
WI,1,1,0,1,0.75,0.7091346153846154
MD,1,0,1,1,0.75,0.7225274725274725
GA,1,1,0,1,0.75,0.6039603960396039
TX,1,0,0,1,0.5,0.6930051813471503
NY,0,0,1,1,0.5,0.7316810344827587
MI,1,0,1,1,0.75,0.7061068702290076
SD,1,0,0,1,0.5,0.7
MO,0,0,1,1,0.5,0.7005208333333334
NY,1,0,1,1,0.75,0.7316810344827587
OH,1,1,1,1,1.0,0.6855828220858896
NE,1,0,1,1,0.75,0.65625
OR,1,0,1,1,0.75,0.6610169491525424
